PANID,Combined_Pre_Tax_Income_of_HH,Family_Size,HH_RACE,Type_of_Residential_Possession,HH_AGE,HH_EDU,HH_OCC,Age_Group_Applied_to_Male_HH,Education_Level_Reached_by_Male_,Occupation_Code_of_Male_HH,Male_Working_Hour_Code,MALE_SMOKE,Age_Group_Applied_to_Female_HH,Education_Level_Reached_by_Femal,Occupation_Code_of_Female_HH,Female_Working_Hour_Code,FEM_SMOKE,Number_of_Dogs,Number_of_Cats,Children_Group_Code,Marital_Status,Number_of_TVs_Used_by_HH,Number_of_TVs_Hooked_to_Cable,HH_Head_Race__RACE2_,HH_Head_Race__RACE3_,Microwave_Owned_by_HH
1148403,5,1,1,2,5,6,7,5,6,7,3,0,7,9,11,7,.,0,2,8,3,4,3,1,1,1
1148411,9,2,1,2,3,7,1,7,9,11,7,.,3,7,1,3,0,5,0,8,2,4,5,1,1,1
1148429,12,5,1,2,4,4,6,4,4,6,3,.,7,9,11,7,.,0,0,6,2,4,4,1,1,1
1148437,8,1,1,2,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,3,4,3,1,1,1
1148544,7,3,1,2,3,6,1,7,9,11,7,.,3,6,1,3,1,0,2,8,2,3,2,1,1,1
1148577,5,2,1,1,2,4,0,2,4,1,2,0,7,9,11,7,.,3,1,8,1,2,1,1,1,1
1148585,3,2,1,1,6,4,2,7,9,11,7,.,6,4,2,2,0,1,0,8,3,3,3,1,1,1
1148619,3,3,1,1,1,3,4,2,6,2,2,0,1,3,4,2,1,0,0,8,1,3,3,1,1,1
1148635,6,4,1,1,3,5,1,7,9,11,7,.,3,5,1,3,0,0,2,3,5,1,1,1,1,1
1148643,5,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,3,3,1,1,1
1148684,1,1,.,1,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,1,.,.,.,0,.
1148700,2,1,1,1,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,1,5,5,1,1,1
1148718,6,2,1,1,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,2,1,3,3,2,2,1
1148809,1,2,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,1,8,4,1,1,1,1,1
1148817,1,2,1,2,5,6,13,5,6,8,3,0,5,6,13,5,0,0,0,8,2,2,2,1,1,1
1148874,9,5,1,2,3,4,8,7,9,11,7,.,3,4,8,3,.,1,1,2,2,5,5,1,1,1
1148890,6,5,1,2,3,4,6,3,4,6,3,.,7,9,11,7,.,0,1,3,2,6,6,1,1,1
1148940,4,5,1,1,3,4,7,3,4,7,3,.,7,9,11,7,.,2,1,6,2,4,4,1,1,1
1148981,7,1,1,2,6,6,10,6,6,10,4,0,7,9,11,7,.,0,0,8,4,2,2,1,1,1
1148999,3,1,1,2,4,6,3,7,9,11,7,.,4,6,3,3,0,1,0,8,3,4,4,1,1,1
1149021,8,2,1,2,6,5,10,6,4,10,4,0,6,5,10,4,0,0,0,8,2,3,3,1,1,1
1149062,4,1,1,2,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,.
1149161,6,1,1,1,4,4,4,7,9,11,7,.,4,4,4,3,0,0,0,8,5,2,2,1,1,1
1149211,12,4,1,1,4,7,7,4,7,7,3,.,7,9,11,7,.,0,0,8,2,3,3,2,2,1
1149237,6,1,1,1,3,7,13,7,9,11,7,.,3,7,13,1,1,0,0,8,1,3,3,1,1,1
1149252,12,2,1,2,3,7,4,3,7,7,3,0,3,7,4,3,0,0,1,8,2,3,3,1,1,1
1149278,9,6,1,2,2,7,13,2,6,6,3,.,2,7,13,5,0,0,0,4,2,3,3,1,1,1
1149302,8,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,2,2,1,1,1
1149377,6,3,1,2,3,4,1,3,4,1,3,0,3,4,1,3,0,2,1,3,2,3,3,1,1,1
1149484,11,4,1,2,3,7,4,3,7,1,3,1,3,7,4,3,0,0,2,4,2,2,1,1,1,1
1149617,4,3,1,1,4,6,1,7,9,11,7,.,4,6,1,3,1,0,1,3,1,1,1,1,1,.
1149658,5,2,1,2,4,4,13,4,4,3,3,1,4,4,13,1,1,0,2,8,2,2,2,1,1,1
1149682,9,3,1,2,2,7,2,2,8,2,3,0,2,7,2,3,0,0,1,1,2,4,4,1,1,1
1149690,12,4,1,2,3,8,1,3,7,3,3,.,3,8,1,3,0,0,0,1,2,3,3,1,1,1
1149815,5,3,1,1,2,6,4,7,9,11,7,.,2,6,4,3,1,0,0,2,1,4,4,2,2,1
1149831,4,3,1,1,2,4,0,7,9,11,7,.,2,4,1,3,1,0,1,2,1,1,1,7,7,1
1149872,7,4,1,2,4,4,0,4,4,1,3,0,4,4,1,2,0,0,2,8,2,4,4,1,1,1
1149880,7,2,3,2,3,8,3,4,4,13,1,0,3,8,3,3,0,0,0,8,1,3,3,97,1,1
1149914,6,4,1,1,4,2,6,4,4,10,4,0,4,2,6,3,0,0,2,6,2,3,3,1,1,1
1149930,7,4,1,1,2,7,4,2,4,1,3,1,2,7,4,3,0,0,0,5,1,3,2,1,1,1
1149955,6,2,1,2,2,5,3,7,9,11,7,.,2,5,3,3,0,0,0,8,1,2,1,1,1,1
1149963,5,3,1,1,3,4,0,2,4,1,3,0,3,4,1,2,0,0,0,2,2,1,1,1,1,1
1150011,1,1,1,2,6,6,10,7,9,11,7,.,6,6,10,4,0,1,1,8,3,1,1,1,1,1
1150037,7,5,1,2,2,4,7,2,4,7,3,.,7,9,11,7,.,1,0,6,2,5,5,1,1,1
1150045,10,4,1,2,3,4,0,4,4,1,3,0,3,4,1,2,0,0,0,6,2,3,1,2,2,1
1150078,4,3,1,2,4,7,4,7,9,11,7,.,4,7,4,2,.,0,1,3,3,4,4,1,1,.
1150086,5,3,1,2,0,0,0,7,9,11,7,.,7,9,11,7,.,1,0,3,3,1,1,1,1,1
1150094,11,3,1,2,4,6,1,5,6,13,6,1,4,6,1,3,1,0,2,8,2,3,4,1,1,1
1150110,7,1,.,1,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,1,.,.,.,0,.
1150193,6,1,1,1,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,3,3,1,1,1
1150268,9,2,1,2,2,7,0,7,9,11,7,.,2,7,1,3,0,0,1,8,2,4,4,1,1,1
1150276,5,5,1,1,3,4,13,3,7,1,3,0,3,4,13,5,0,0,0,3,2,2,2,1,1,1
1150342,6,2,1,1,2,6,0,3,4,1,3,0,2,6,1,2,0,0,0,8,1,3,2,1,1,1
1150359,6,2,1,2,4,5,13,4,6,13,1,0,4,5,13,1,1,1,0,8,2,2,2,1,1,1
1150409,8,3,1,2,3,6,4,3,5,1,3,0,3,6,4,3,0,0,1,3,2,1,1,4,4,1
1150482,7,4,1,2,4,6,1,4,3,8,3,0,4,6,1,2,0,1,0,6,2,1,1,1,1,1
1150490,6,4,1,1,2,6,13,2,6,1,3,0,2,6,13,6,0,0,2,4,1,3,3,1,1,1
1150920,8,4,1,2,3,4,0,4,4,1,3,0,3,4,1,2,0,0,0,5,2,1,1,1,1,1
1151472,7,4,1,2,4,5,1,4,5,5,3,0,4,5,1,2,0,0,1,6,2,1,1,1,1,1
1151480,8,2,1,2,4,4,1,5,4,7,3,1,4,4,1,3,0,2,0,8,2,3,3,1,1,1
1151886,7,2,1,1,2,4,0,2,4,1,3,1,7,9,11,7,.,0,0,8,1,3,1,1,1,1
1151894,8,3,1,2,3,4,0,3,4,1,3,1,3,4,1,3,0,1,0,3,2,2,2,1,1,.
1151910,12,4,1,2,2,8,1,4,7,7,3,0,2,8,1,3,0,0,1,1,2,3,3,1,1,1
1151928,8,3,1,2,3,6,1,3,6,7,3,1,3,6,1,3,0,1,0,3,2,6,4,1,1,1
1152041,4,1,1,2,5,7,4,7,9,11,7,.,5,7,4,3,0,0,0,8,1,2,2,1,1,1
1152058,1,4,1,1,3,4,0,4,3,7,3,1,3,4,1,3,0,1,3,3,2,4,4,1,1,1
1152108,12,4,1,2,3,7,2,3,5,2,3,0,3,7,2,3,0,1,0,3,2,3,2,1,1,.
1152207,6,2,1,2,6,4,10,6,4,10,4,0,6,4,10,4,0,1,0,8,2,2,2,1,1,1
1152264,7,1,1,1,5,5,1,7,9,11,7,.,5,5,1,3,0,0,0,8,1,1,1,1,1,1
1152306,9,2,1,2,5,5,1,5,5,6,3,0,5,5,1,3,.,0,0,8,2,1,1,1,1,1
1152470,8,4,1,2,3,5,13,3,6,1,3,0,3,5,13,5,0,0,1,4,2,2,2,1,1,1
1152702,1,1,1,1,2,6,13,7,9,11,7,.,2,6,13,6,0,1,0,8,1,5,5,1,1,1
1152736,4,1,1,1,6,3,10,7,9,11,7,.,6,3,10,4,0,0,0,8,4,1,1,6,6,.
1152744,2,1,1,2,6,5,10,7,9,11,7,.,6,5,10,4,0,0,0,8,4,2,1,2,2,1
1152769,6,1,1,1,3,4,4,7,9,11,7,.,3,4,4,2,0,0,0,8,1,2,1,1,1,1
1152801,5,4,1,2,4,7,8,7,9,11,7,.,4,7,8,3,0,1,1,6,1,4,4,1,1,1
1152835,6,2,1,2,3,7,2,7,9,11,7,.,3,7,2,2,0,0,0,3,3,3,3,2,2,1
1152868,6,1,1,2,3,6,1,7,9,11,7,.,3,6,1,3,0,0,2,8,1,3,2,1,1,1
1153007,7,4,1,2,3,8,2,4,7,13,5,0,3,8,2,3,0,0,1,4,2,2,2,1,1,1
1153031,4,4,1,1,3,4,7,7,9,11,7,.,3,4,7,2,0,0,0,3,1,5,5,1,1,1
1153064,5,3,1,2,2,7,1,2,4,1,3,0,2,7,1,3,0,0,0,2,2,2,2,1,1,1
1153072,10,5,1,2,3,5,1,3,6,6,3,0,3,5,1,2,0,1,0,6,2,2,2,1,1,1
1153130,9,2,1,1,2,6,7,2,3,3,3,0,2,6,7,3,0,0,1,8,2,2,2,1,1,1
1153155,11,2,1,2,4,7,9,4,5,2,3,0,4,7,9,3,0,0,5,8,2,3,3,1,1,1
1153163,6,2,1,2,4,4,4,7,9,11,7,.,4,4,4,3,0,0,0,8,1,4,4,1,1,1
1153197,8,4,1,2,2,5,2,2,5,13,6,1,2,5,2,3,0,0,1,2,2,6,6,1,1,1
1153239,6,1,3,1,2,5,4,7,9,11,7,.,2,5,4,3,0,0,0,8,1,3,3,97,1,1
1153288,1,1,1,1,2,5,3,7,9,11,7,.,2,5,3,2,1,0,0,8,1,4,4,2,2,1
1153296,8,3,1,2,4,4,7,3,4,1,2,0,4,4,7,3,1,1,0,8,2,3,3,1,1,1
1153312,12,5,1,2,3,8,1,3,7,3,3,0,3,8,1,3,0,0,0,6,2,3,1,1,1,1
1153338,9,2,1,1,3,5,1,3,7,3,2,0,3,5,1,2,1,0,2,8,2,2,2,1,1,1
1153445,4,2,3,1,3,7,13,7,9,11,7,.,3,7,13,6,0,0,2,8,3,2,2,97,1,1
1153510,5,5,1,2,3,7,1,3,7,3,3,.,3,7,1,3,1,1,3,3,3,5,5,1,1,1
1153593,5,2,1,1,6,4,10,6,4,10,4,0,6,4,10,4,1,0,0,8,2,3,3,1,1,1
1153668,4,2,1,1,3,4,13,7,9,11,7,.,3,4,13,1,0,1,0,8,3,2,2,1,1,1
1153817,7,3,1,2,3,4,8,3,4,6,3,0,3,4,8,2,0,1,0,2,2,3,3,1,1,1
1153833,1,4,1,2,2,3,13,2,4,6,3,0,2,3,13,5,0,0,0,4,2,2,1,1,1,1
1154104,2,2,1,1,5,2,13,6,3,13,1,0,5,2,13,1,1,0,0,8,2,2,2,1,1,1
1154112,8,2,1,1,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,2,1,2,2,1,1,1
1154153,11,4,1,2,3,7,4,3,7,2,3,0,3,7,4,2,0,0,0,2,2,2,2,1,1,1
1154179,11,4,1,2,4,6,4,4,7,2,3,0,4,6,4,2,0,1,3,3,2,4,3,1,1,1
1154211,10,4,1,2,3,8,2,3,8,1,2,0,3,8,2,3,0,0,2,2,2,2,2,1,1,1
1154237,10,3,1,2,1,3,8,7,9,11,7,.,1,3,8,2,0,0,0,8,1,1,1,1,1,1
1154260,8,5,1,1,2,4,1,3,6,6,3,1,2,4,1,2,1,1,2,2,2,3,2,1,1,1
1154310,5,3,1,2,2,4,8,2,4,8,3,1,7,9,11,7,.,0,2,8,1,3,3,1,1,1
1154328,6,5,1,2,3,5,1,3,5,6,3,1,3,5,1,2,0,0,3,6,2,2,1,1,1,1
1154351,5,2,1,2,6,4,10,6,3,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,1,1
1154393,10,3,1,2,2,7,1,2,7,7,3,0,2,7,1,3,0,0,1,1,2,2,2,1,1,1
1154427,10,3,1,1,2,6,1,7,9,11,7,.,2,6,1,2,0,0,1,8,1,4,4,1,1,1
1154518,7,2,1,1,2,3,3,2,3,3,2,1,2,3,3,2,0,0,0,8,1,2,1,1,1,.
1154526,10,3,3,2,5,8,1,2,8,1,3,0,5,8,1,3,0,1,0,8,2,5,2,97,1,1
1154534,5,3,1,1,2,4,1,2,4,3,2,1,2,4,1,3,1,1,0,2,2,2,2,1,1,1
1154559,5,5,1,2,3,6,1,7,9,11,7,.,3,6,1,3,0,1,0,3,5,3,1,1,1,1
1154609,1,1,1,1,3,4,13,3,4,13,1,0,7,9,11,7,.,5,2,8,1,2,2,1,1,1
1154641,11,5,1,2,3,7,13,3,8,2,3,0,3,7,13,5,0,0,0,4,2,3,3,1,1,1
1154690,8,4,3,2,3,4,3,3,4,7,3,.,3,4,3,3,1,0,2,1,2,3,3,97,1,1
1154765,4,4,1,1,2,4,13,2,4,6,2,0,2,4,13,5,0,0,2,4,2,4,4,1,1,1
1154807,8,2,1,2,2,6,13,7,9,11,7,.,2,6,13,5,1,1,0,8,1,4,4,1,1,1
1154815,8,2,1,1,2,7,1,7,9,11,7,.,2,7,1,3,0,0,2,8,1,3,2,1,1,1
1154922,5,1,1,1,2,6,2,7,9,11,7,.,2,6,2,3,0,0,0,8,1,4,4,1,1,1
1155127,6,5,1,2,2,7,13,3,5,9,3,0,2,7,13,5,0,1,0,4,2,2,1,1,1,1
1155184,1,3,1,1,2,4,1,4,4,9,3,1,2,4,1,2,1,0,0,1,1,3,2,1,1,1
1155374,10,5,1,2,1,7,7,1,7,7,3,0,7,9,11,7,.,1,1,8,1,5,5,1,1,1
1155507,9,4,1,2,3,7,13,4,7,13,5,0,3,7,13,5,0,0,2,2,2,2,2,1,1,1
1155515,8,4,1,2,3,6,1,2,6,9,3,0,3,6,1,3,0,1,1,6,2,2,2,1,1,1
1155606,11,4,1,2,3,7,13,4,7,1,3,0,3,7,13,5,0,0,0,4,2,3,3,1,1,1
1155648,11,5,1,2,3,6,13,4,8,2,3,0,3,6,13,5,0,1,0,5,2,6,5,1,1,1
1155747,11,3,1,1,3,8,13,3,8,13,5,.,7,9,11,7,.,0,0,3,2,1,1,6,6,1
1155796,9,1,.,1,0,0,0,7,9,11,7,.,7,9,11,7,.,0,0,8,2,.,.,.,0,.
1155911,7,2,1,2,2,7,4,2,6,3,3,1,2,7,4,3,1,0,0,8,2,2,2,1,1,1
1155994,9,4,1,2,2,5,9,3,5,4,3,0,2,5,9,3,0,1,0,4,2,1,1,1,1,1
1156091,7,2,1,1,3,5,1,7,9,11,7,.,3,5,1,2,1,0,2,2,3,2,2,1,1,1
1156125,7,3,1,2,3,7,4,7,9,11,7,.,3,7,4,2,0,1,0,2,3,2,2,1,1,1
1156141,9,2,1,2,5,4,2,5,3,7,3,1,5,4,2,3,1,0,0,8,2,3,2,1,1,1
1156174,10,2,1,1,2,4,4,2,4,4,3,0,7,9,11,7,.,0,0,8,1,1,1,1,1,1
1156208,6,1,1,2,2,7,2,7,9,11,7,.,2,7,2,3,0,0,0,8,1,2,2,1,1,1
1156232,8,3,1,2,3,6,1,3,4,3,3,1,3,6,1,3,0,0,1,1,2,1,2,1,1,1
1156240,6,2,1,2,3,7,4,2,4,7,3,0,3,7,4,3,0,0,1,8,1,3,1,1,1,1
1156349,5,2,1,1,3,6,1,7,9,11,7,.,3,6,1,2,0,0,1,3,3,2,2,1,1,1
1156430,8,2,1,2,3,6,1,3,6,5,3,0,3,6,1,3,0,1,0,8,1,1,1,1,1,1
1156505,8,2,1,2,3,7,1,3,4,6,2,1,3,7,1,3,0,1,0,8,2,2,2,1,1,1
1156539,8,2,1,2,3,4,2,3,4,1,3,1,3,4,2,3,1,0,0,8,2,2,2,1,1,1
1156612,7,4,1,2,3,8,7,3,8,1,3,0,3,8,7,2,0,1,0,4,2,1,1,1,1,1
1156646,7,3,1,2,3,6,1,3,4,7,2,0,3,6,1,3,0,0,1,3,2,5,5,1,1,1
1156950,12,3,1,2,3,7,1,3,7,5,3,0,3,7,1,3,0,0,2,2,2,2,2,1,1,1
1157099,10,4,1,2,4,6,4,4,5,7,3,1,4,6,4,3,0,2,0,8,2,5,3,1,1,1
1157149,7,4,1,2,3,7,13,2,7,6,3,0,3,7,13,5,0,0,0,2,2,3,3,1,1,1
1157180,11,3,1,2,2,4,7,3,6,4,3,0,2,4,7,3,0,1,2,3,2,4,4,1,1,1
1157198,11,3,1,2,2,7,1,2,6,7,3,0,2,7,1,3,0,0,2,2,2,2,1,1,1,1
1157230,6,3,1,1,3,5,13,2,6,8,2,1,3,5,13,5,1,0,2,1,2,2,2,1,1,1
1157255,4,4,1,1,2,6,4,7,9,11,7,.,2,6,4,3,1,0,0,4,1,6,6,1,1,1
1157537,9,3,1,1,3,4,2,4,4,1,3,0,3,4,2,3,0,0,0,8,2,5,3,1,1,1
1157586,8,3,1,2,2,6,3,7,9,11,7,.,2,6,3,2,0,0,0,1,1,2,1,1,1,1
1157602,5,3,1,1,2,5,8,2,4,7,3,0,2,5,8,3,0,0,0,2,2,4,4,1,1,1
1157636,8,2,1,2,3,0,0,3,4,1,3,.,3,6,1,3,.,0,0,8,2,4,.,1,1,.
1157727,10,5,1,2,2,5,1,3,5,7,3,0,2,5,1,2,0,1,4,5,2,5,5,1,1,1
1157750,10,6,1,2,2,5,2,2,6,6,3,.,2,5,2,3,0,1,0,4,2,4,4,1,1,1
1157859,7,4,1,2,3,6,1,4,6,1,2,1,3,6,1,2,1,0,0,2,2,3,3,1,1,1
1157909,9,3,1,1,2,6,13,3,6,2,3,0,2,6,13,5,0,2,2,2,2,3,3,1,1,1
1158014,2,1,1,1,2,3,13,2,3,13,1,0,7,9,11,7,.,0,0,8,1,1,1,1,1,1
1158097,12,2,1,2,2,7,1,3,6,6,3,.,2,7,1,2,0,2,2,8,2,2,2,1,1,1
1158162,11,4,1,2,4,8,1,5,7,9,3,0,4,8,1,3,0,0,0,2,2,4,4,1,1,1
1158295,8,5,1,2,3,6,4,3,6,3,3,1,3,6,4,2,1,0,0,2,2,3,3,1,1,1
1158444,5,2,1,2,3,4,10,3,4,10,4,0,7,9,11,7,.,0,0,8,1,1,1,1,1,1
1158618,9,4,1,2,3,6,1,3,6,3,3,0,3,6,1,3,0,2,0,3,2,5,5,1,1,1
1158725,6,4,1,1,3,4,1,3,4,7,3,1,3,4,1,2,1,0,1,2,1,3,3,1,1,1
1158774,10,4,1,2,2,6,1,2,4,7,3,0,2,6,1,2,0,1,1,6,2,3,3,1,1,1
1158808,9,4,1,2,3,6,7,4,4,2,3,0,3,6,7,2,0,0,1,3,2,3,2,1,1,.
1158865,11,4,1,2,3,7,1,3,7,2,3,0,3,7,1,2,0,0,0,2,2,3,3,1,1,1
1158873,10,3,1,2,3,4,6,3,4,6,3,0,7,9,11,7,.,0,1,8,1,2,1,1,1,1
1158915,4,2,1,1,3,6,1,7,9,11,7,.,3,6,1,2,1,1,0,3,3,2,2,1,1,1
1158998,8,2,1,1,3,0,0,2,4,1,3,.,3,6,1,3,.,0,0,8,2,2,.,1,1,.
1159004,6,1,1,2,3,0,0,7,9,11,7,.,3,6,1,3,.,0,0,8,3,4,.,1,1,.
1159020,5,1,1,1,2,0,0,7,9,11,7,.,2,6,1,3,.,0,0,8,1,2,.,1,1,.
1159103,12,2,1,2,2,7,1,2,4,1,3,.,2,7,1,3,.,0,2,8,2,2,2,1,1,1
1159137,4,1,1,1,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,1,1,1,1,1
1159145,4,2,1,1,2,6,3,2,6,13,1,0,2,6,3,2,0,0,2,8,2,1,1,1,1,1
1159632,4,1,1,1,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,1,2,1,1,1
1159665,2,1,1,1,6,0,0,7,9,11,7,.,6,6,1,3,.,0,1,8,3,2,1,1,1,1
1159681,11,5,1,2,2,0,0,2,4,1,3,.,2,6,1,3,.,1,0,1,2,1,4,1,1,1
1159723,11,3,1,2,5,0,0,5,4,1,3,.,5,6,1,3,.,1,2,3,1,3,3,1,1,1
1159772,12,6,1,2,3,0,0,4,4,1,3,.,3,6,1,3,.,0,0,6,2,3,2,1,1,1
1159871,7,5,1,2,3,7,1,5,7,1,2,0,3,7,1,2,0,0,0,7,2,2,2,1,1,1
1159889,12,3,1,1,2,0,0,2,4,1,3,.,7,9,11,7,.,1,0,8,1,5,5,1,1,1
1159996,12,2,1,2,4,0,0,4,6,7,3,.,4,6,1,3,.,0,2,8,2,1,1,1,1,1
1160002,1,1,1,1,6,0,0,7,9,11,7,.,6,6,1,3,.,0,0,8,1,1,.,1,1,.
1160168,6,1,1,1,1,0,0,7,9,11,7,.,1,6,1,3,.,0,0,8,1,4,.,1,1,.
1160283,8,2,1,2,6,0,0,6,4,1,3,.,6,6,1,3,.,0,0,8,2,3,3,1,1,1
1160333,6,1,3,2,6,0,0,7,9,11,7,.,6,6,1,3,.,1,0,8,4,1,1,97,1,1
1160358,7,3,1,2,2,6,2,2,4,7,3,0,2,6,2,2,0,0,1,1,2,3,3,1,1,1
1160374,7,2,1,2,5,0,0,5,4,1,3,.,5,6,1,3,.,0,0,8,2,1,.,1,1,.
1160432,1,1,1,2,6,4,3,7,9,11,7,.,6,4,3,3,0,0,0,8,4,2,1,1,1,1
1160457,2,2,1,1,3,0,0,2,4,1,3,.,3,6,1,3,.,0,0,8,2,4,.,2,2,.
1160549,2,1,1,1,2,0,0,7,9,11,7,.,2,6,1,3,.,0,0,8,1,2,.,1,1,.
1160655,1,1,1,1,4,4,13,7,9,11,7,.,4,4,13,5,1,0,0,8,5,3,3,1,1,1
1160663,3,1,1,1,5,5,4,7,9,11,7,.,5,5,4,2,0,0,2,8,3,1,1,1,1,1
1160689,6,3,1,1,3,7,13,4,4,13,1,1,3,7,13,1,0,2,1,8,2,4,4,1,1,1
1160697,11,4,1,2,2,6,2,3,4,6,3,0,2,6,2,2,1,0,1,2,2,5,5,1,1,1
1160721,9,6,1,2,2,7,3,3,6,8,3,0,2,7,3,3,0,0,0,1,1,4,4,1,1,1
1160770,6,5,1,1,2,0,0,2,3,6,3,.,2,6,1,3,.,0,0,4,1,2,1,1,1,1
1160804,6,1,1,2,3,0,0,7,9,11,7,.,3,6,1,3,.,1,2,8,2,4,4,1,1,1
1160838,4,1,1,1,1,0,0,7,9,11,7,.,1,6,1,3,.,0,0,8,1,4,.,1,1,.
1160879,8,1,1,1,1,0,0,7,9,11,7,.,1,6,1,3,.,0,0,8,1,4,.,1,1,.
1160903,6,1,1,2,3,0,0,7,9,11,7,.,3,6,1,3,.,0,1,8,3,4,4,1,1,1
1160986,6,2,1,2,5,0,0,6,4,1,3,.,5,6,1,3,.,0,0,8,2,3,.,1,1,.
1161000,5,1,1,1,2,0,0,7,9,11,7,.,2,6,1,3,.,0,0,8,3,2,1,1,1,1
1161026,10,6,1,2,3,0,0,3,4,1,3,.,3,6,1,3,.,0,0,7,2,3,3,1,1,1
1161281,1,3,1,1,1,0,0,2,3,3,3,.,1,6,1,3,.,0,0,1,1,1,1,1,1,1
1161349,2,1,1,1,4,0,0,7,9,11,7,.,4,6,1,3,.,0,0,8,3,2,.,1,1,.
1161422,1,1,1,1,1,0,0,7,9,11,7,.,1,6,1,3,.,0,0,8,1,1,.,1,1,.
1161679,1,1,1,1,5,4,13,7,9,11,7,.,5,4,13,1,0,0,0,8,5,1,1,1,1,1
1161695,12,4,1,2,3,0,0,3,4,2,3,.,3,6,1,3,.,0,0,1,1,7,7,1,1,1
1161752,1,4,1,1,1,0,0,1,4,1,3,.,1,6,1,3,.,0,3,1,2,4,1,1,1,1
1161927,6,2,1,2,6,7,10,6,4,10,4,0,6,7,10,4,0,0,0,8,2,1,1,1,1,1
1161950,7,2,1,2,6,0,0,6,4,1,3,.,6,6,1,3,.,0,0,8,2,3,3,1,1,.
1161968,8,1,1,2,2,0,0,2,4,1,3,.,7,9,11,7,.,1,0,8,1,2,1,1,1,1
1161992,8,2,1,2,3,0,0,2,6,9,3,.,3,6,1,3,.,2,1,8,2,3,3,1,1,1
1162008,7,2,1,2,3,0,0,2,4,1,3,.,3,6,1,3,.,0,0,8,2,4,.,1,1,.
1162081,10,4,1,2,4,0,0,4,4,1,3,.,4,6,1,3,.,1,0,6,2,4,2,1,1,1
1162107,8,6,1,2,2,0,0,3,4,1,3,.,2,6,1,3,.,0,1,1,2,4,4,1,1,1
1162164,7,2,1,2,3,0,0,4,4,1,3,.,3,6,1,3,.,0,0,8,2,2,.,1,1,.
1162487,7,4,1,2,2,0,0,2,4,1,3,.,7,9,11,7,.,0,0,2,1,3,3,1,1,1
1162495,6,2,1,2,3,0,0,3,4,1,3,.,3,6,1,3,.,0,0,8,2,3,.,1,1,.
1162552,1,1,1,1,6,4,10,6,4,10,4,0,7,9,11,7,.,0,0,8,1,1,1,1,1,.
1162560,2,2,1,1,2,0,0,3,4,1,3,.,2,6,1,3,.,0,0,8,1,3,.,1,1,.
1162727,7,2,1,2,6,4,10,6,4,9,2,0,6,4,10,4,0,0,0,8,2,2,2,1,1,1
1163048,4,1,1,1,3,0,0,7,9,11,7,.,3,6,1,3,.,0,0,8,1,2,.,1,1,.
1163105,7,5,1,1,2,4,6,2,4,4,2,0,2,4,6,3,1,0,1,4,2,5,3,1,1,1
1163238,7,5,1,1,3,8,13,3,8,1,3,0,3,8,13,5,0,0,0,6,2,1,1,1,1,1
1163451,8,1,1,1,2,0,0,2,4,1,3,.,7,9,11,7,.,0,0,8,1,1,1,1,1,1
1163493,11,2,1,2,3,0,0,3,4,1,3,.,3,6,1,3,.,0,1,8,2,3,4,1,1,1
1163527,10,4,1,1,2,0,0,2,6,1,3,.,2,6,1,3,.,0,0,1,1,3,2,1,1,1
1163584,10,4,1,2,3,4,1,3,4,1,2,0,3,4,1,2,0,1,0,6,2,4,4,1,1,1
1163741,6,1,1,1,2,4,2,7,9,11,7,.,2,4,2,3,0,0,0,8,1,1,1,1,1,1
1163774,8,2,1,2,4,4,4,5,7,10,4,1,4,4,4,3,0,1,1,8,2,2,1,1,1,1
1163790,11,4,1,1,3,5,1,2,4,6,3,0,3,5,1,3,0,1,0,3,2,4,4,1,1,1
1163824,5,2,1,2,4,6,13,5,7,8,2,1,4,6,13,5,1,1,0,8,2,2,2,1,1,1
1163881,4,3,1,1,3,6,13,7,9,11,7,.,3,6,13,6,1,0,0,2,5,4,1,2,2,1
1163915,7,4,1,1,1,0,0,2,6,3,3,.,1,6,1,3,.,0,1,4,2,2,2,1,1,1
1163998,8,4,1,2,3,0,0,3,4,1,3,.,3,6,1,3,.,0,0,2,2,4,4,1,1,1
1164012,6,1,3,1,3,0,0,7,9,11,7,.,3,6,1,3,.,0,1,8,1,2,2,3,3,1
1164053,1,1,1,2,1,0,0,1,4,1,3,.,7,9,11,7,.,0,0,8,1,5,.,1,1,.
1164194,7,3,1,2,2,6,4,7,9,11,7,.,2,6,4,2,.,1,1,8,1,2,3,1,1,1
1164202,11,3,1,2,3,0,0,3,4,1,3,.,3,6,1,3,.,1,1,2,2,3,3,1,1,1
